154	57333	140	936	469
155	57493	518	949	472
156	58031	120	945	474
157	58170	718	969	942
158	58908	199	995	933
159	59127	339	933	933
160	59486	319	921	930
161	59825	439	975	928
162	60284	319	1023	806
163	60663	199	1092	770
164	60962	120	1063	767
165	61121	140	894	621
166	61281	239	904	492
167	61620	598	934	462
168	62337	319	877	616
169	62696	857	912	474
170	63574	239	869	618
171	63972	120	914	477
172	64231	219	921	468
173	64530	219	877	616
174	64770	578	854	608
175	65527	479	296	180
176	66026	140	336	170
177	66225	479	511	181
178	66744	160	188	184
179	66923	638	79	182
180	67621	120	289	194
181	67820	279	297	187
182	68119	818	533	202
183	68957	180	656	223
184	69176	279	544	213
185	69515	718	650	205
186	70252	239	591	227
187	70512	578	553	248
188	71110	199	379	182
189	71349	199	508	200
190	71628	160	943	609
191	71808	140	905	537
192	71967	219	924	469
193	72306	119	905	700
194	72505	618	194	605
195	73163	319	241	489
196	73502	100	239	482
197	73622	160	124	512
198	73801	279	79	531
199	74100	179	232	489
200	74340	299	239	611
201	74699	140	154	618
202	74858	239	111	608
203	75137	658	246	604
204	75815	179	241	608
205	76034	239	239	602
206	76313	877	244	610
207	77251	318	330	564
208	77590	299	251	602
209	78028	638	226	622
210	78686	180	221	614
211	78885	479	239	499
212	79404	200	349	570
213	79683	100	181	499
214	79803	120	231	479
215	79982	1416	59	531
216	81418	159	102	619
217	81617	140	100	615
218	81876	179	155	609
219	82115	179	62	485
220	82315	439	23	489
221	82773	518	68	533
222	83312	140	62	597
223	83471	179	119	578
224	83670	140	123	578
225	83830	479	78	594
226	84328	379	122	587
227	84727	160	126	588
228	85006	140	45	498
229	85186	658	74	610
230	85963	299	123	665
231	86302	159	103	754
232	86482	578	154	725
233	87100	140	350	587
234	87299	678	365	574
235	88057	638	371	629
236	88794	239	338	645
237	89054	399	383	701
238	89472	518	406	485
239	90210	279	466	496
240	90549	219	412	518
241	90788	139	457	601
242	91167	518	376	617
243	91705	120	365	622
244	91945	120	385	475
245	92104	439	388	481
246	92862	180	266	902
247	93061	359	301	875
248	94197	140	881	635
249	94397	239	796	496
250	94656	179	792	496
251	94855	179	919	462
252	95115	319	884	623
253	95593	100	301	213
254	95773	100	112	226
255	95892	299	73	205
256	96211	279	255	214
257	96510	279	68	223
258	96809	419	90	226
259	97268	120	126	551
260	97487	179	60	498
261	97686	339	387	544
262	98105	120	425	493
263	98285	678	102	219
264	98982	279	285	205
265	99281	100	79	214
266	99541	140	1018	531
267	99740	279	1101	497
268	100039	219	1097	497
269	100358	100	1109	461
270	100518	140	1116	799
271	100936	140	909	570
272	101235	120	799	512
273	101395	120	769	492
274	101534	179	262	526
275	101853	997	40	481
276	102890	638	49	537
277	103548	1256	22	500
278	104824	598	96	602
279	105442	758	87	597
280	106220	618	34	617
281	107037	718	50	657
282	107775	319	95	701
283	108114	379	128	705
284	108513	478	80	595
285	109011	139	124	590
286	109171	618	166	585
287	109809	1116	111	693
288	110945	259	203	695
289	111244	199	130	562
290	111464	438	109	573
291	112041	299	106	576
292	112360	558	157	606
293	112939	479	142	647
294	113597	199	204	687
295	113836	239	172	693
296	114095	100	161	699
297	114235	140	132	695
298	114414	120	160	609
299	114733	180	383	600
300	115052	319	122	610
301	115391	239	172	607
302	115670	359	100	609
303	116049	179	73	601
304	116248	100	75	604
305	116368	379	103	587
306	116767	399	88	604
307	117185	140	166	615
308	117345	638	194	633
309	118142	279	150	651
310	118541	479	95	621
311	119040	319	68	575
312	119378	140	119	535
313	119538	279	72	615
314	119837	379	105	616
315	120236	219	171	616
316	120475	139	168	621
317	120635	598	142	643
318	121253	359	108	621
319	121631	279	124	734
320	121930	219	182	750
321	122170	299	210	767
322	122489	120	171	773
323	122927	199	292	777
324	123147	199	243	785
325	123366	239	206	895
326	123625	479	180	860
327	124124	239	245	833
328	124522	459	190	876
329	125021	399	145	855
330	125479	279	155	775
331	125798	498	131	657
332	126317	239	138	655
333	126676	179	132	647
334	126875	199	140	549
335	127094	160	138	561
336	127274	199	212	513
337	127493	199	241	481
338	127712	239	368	589
339	127992	159	360	584
340	128171	419	418	485
341	128610	538	388	490
342	129287	279	408	546
343	129686	139	407	543
344	129846	399	399	634
345	130464	139	381	648
346	130683	180	438	648
347	130882	239	359	640
348	131161	439	362	644
349	131620	299	385	703
350	131939	159	387	702
351	132158	259	380	693
352	132438	279	343	722
353	132737	459	341	730
354	133215	239	381	756
355	133554	279	347	755
356	133853	279	414	763
357	134152	279	419	744
358	134451	160	384	731
359	134710	179	495	699
360	134910	180	489	695
361	135209	120	502	783
362	135408	319	424	790
363	135747	159	480	812
364	135966	239	378	758
365	136226	100	334	734
366	136365	179	387	632
367	136565	618	389	586
368	137402	101	303	258
369	137601	339	294	206
370	138299	259	862	598
371	138578	180	792	491
372	138798	180	1047	518
373	138997	199	1096	465
374	139216	120	1080	525
375	139356	179	1073	518
376	139695	159	425	757
377	139994	160	400	634
378	140293	160	395	638
379	140771	159	787	549
380	141011	140	415	586
381	141170	159	300	564
382	141369	379	231	499
383	141848	140	890	539
384	142007	239	938	478
385	142406	100	544	503
386	142606	179	379	506
387	142865	100	378	566
388	143104	219	382	567
389	143343	120	389	497
390	143503	120	388	493
391	143642	180	416	480
392	143842	180	368	596
393	144041	379	359	575
394	144500	518	349	634
395	145038	100	384	576
396	145178	140	388	589
397	145377	439	452	622
398	145835	279	408	500
399	146135	219	448	500
400	146434	299	453	707
401	146852	160	393	725
402	147052	199	376	710
403	147331	120	379	721
404	147610	219	430	812
405	148128	379	469	664
406	148527	100	865	626
407	148647	180	869	615
408	148926	179	788	491
409	149245	160	242	174
410	149424	618	287	192
411	150122	179	68	218
412	150341	199	290	209
413	150640	120	888	527
414	150880	279	813	483
415	151378	179	1113	739
416	151578	518	878	611
417	152116	339	883	618
418	152475	180	789	499
419	152674	140	790	501
420	152973	100	788	482
421	153093	159	815	486
422	153292	259	1079	523
423	153671	120	1089	506
424	153810	239	1089	499
425	154169	379	1061	548
426	154568	120	1117	568
427	154807	100	1167	569
428	154927	219	1178	570
429	155186	159	1082	572
430	155385	758	1044	571
431	156163	299	1047	642
432	156482	199	1049	643
433	156701	140	1051	639
434	156861	180	1114	675
435	157100	279	1012	710
436	157479	160	984	692
437	157658	339	974	654
438	158037	100	1070	684
439	158217	259	977	626
440	158496	139	967	611
441	158655	179	1002	629
442	158855	179	983	656
443	159054	279	985	667
444	159353	618	1038	690
445	160151	179	1033	569
446	160370	359	1033	568
447	160848	180	921	493
448	161108	160	1039	548
449	161347	140	388	531
450	161586	180	250	481
451	161925	140	671	568
452	162264	518	947	464
453	162802	299	956	457
454	163121	319	950	454
455	163480	479	947	465
456	163979	179	966	458
457	164278	159	1118	753
458	164497	159	1109	746
459	164796	140	979	684
460	164955	140	1064	876
461	165155	140	1146	757
462	165354	279	1116	742
463	165653	139	1135	745
464	165813	419	1172	755
465	166271	359	1140	756
466	166770	239	404	584
467	167408	140	946	463
468	167667	319	1025	581
469	168026	219	1109	728
470	168305	180	925	503
471	168504	299	918	466
472	168923	558	939	457
473	169721	159	1054	734
474	169940	100	1013	678
475	170159	120	1012	676
476	170299	140	1039	584
477	170498	179	371	586
478	170937	259	294	881
479	171296	299	396	884
480	171655	120	474	889
481	171834	160	464	889
482	172013	100	527	881
483	172293	139	229	954
484	172452	219	230	949
485	173010	239	1043	876
486	173329	259	321	875
487	173608	479	282	869
488	174206	100	345	876
489	174326	359	395	878
490	174705	279	467	878
491	175203	180	259	498
492	175403	239	238	477
493	175921	259	919	469
494	176519	140	357	580
495	176679	219	393	569
496	176918	219	431	643
497	177217	140	433	476
498	177416	120	977	540
499	177616	299	1044	571
500	177935	319	1095	565
501	178294	259	1193	553
502	178573	219	1172	562
503	178812	219	1078	660
504	179071	419	1069	682
505	179510	120	1071	667
506	179669	279	1005	640
507	180088	100	362	275
508	180208	140	311	211
509	180367	339	503	214
510	180746	479	610	223
511	181264	1037	656	235
512	182341	558	551	237
513	182919	179	663	233
514	183118	1316	632	228
515	184494	140	373	697
516	184734	159	468	686
517	184953	140	503	688
518	185391	199	460	784
519	185651	140	361	665
520	185810	319	338	652
521	186249	179	434	663
522	186448	180	388	574
523	186647	120	416	502
524	186787	120	417	500
525	186927	339	452	486
526	187285	180	443	485
527	187744	139	465	682
528	188542	120	510	691
529	188721	538	1030	610
530	189339	120	1032	585
531	189479	120	1039	629
532	189618	538	1066	651
533	190276	239	919	486
534	190595	179	922	492
535	190814	259	1073	560
536	191094	199	1106	558
537	191472	100	1175	547
538	191592	359	1228	559
539	191971	199	1155	558
540	192270	199	435	649
541	192569	179	1109	570
542	192768	419	1046	664
543	193267	179	1068	661
544	193506	159	1208	569
545	193685	279	1164	554
546	193984	518	1138	547
547	194563	179	1235	553
548	195021	339	1062	671
549	195480	618	1088	547
550	196118	100	927	712
551	196237	997	852	753
552	197314	179	888	803
553	197553	140	924	749
554	197713	180	923	779
555	197932	179	926	782
556	198131	359	919	817
557	198610	1495	909	817
558	200125	259	1021	755
559	200404	439	1090	687
560	200923	180	901	791
561	201122	159	842	765
562	201302	179	842	752
563	201660	179	891	737
564	201860	439	812	746
565	202358	219	385	592
566	202597	239	497	611
567	202877	160	462	777
568	203056	120	437	798
569	203375	160	465	789
570	203574	199	823	758
571	203794	100	821	729
572	204053	140	816	486
573	204212	180	619	269
574	204412	120	505	211
575	204671	140	497	201
576	204830	219	648	212
577	205070	439	611	213
578	205548	339	485	104
579	205907	518	595	220
580	206445	359	485	205
581	206844	199	616	242
582	207063	140	558	213
583	207263	179	490	210
584	207502	279	132	82
585	207801	180	172	40
586	208001	319	236	33
587	208399	279	665	68
588	208758	1336	635	225
589	210134	538	508	216
590	210692	977	649	226
591	211689	2373	496	220
592	214081	299	687	249
593	214400	718	772	233
594	215178	578	504	208
595	215836	917	502	210
596	216773	319	521	248
597	217112	100	531	291
598	217232	877	487	215
599	218129	917	495	194
600	219066	598	503	222
601	219684	1057	645	218
602	220760	479	71	229
603	221259	319	304	204
604	221598	339	499	197
605	221957	379	499	180
606	222355	100	501	177
607	222555	299	506	208
608	222874	758	567	216
609	223651	399	518	224
610	224070	159	645	225
611	224250	139	685	242
612	224409	179	764	236
613	224608	518	496	206
614	226104	399	483	239
615	226642	2173	489	214
616	228835	339	495	204
617	230271	798	492	225
618	231088	279	287	223
619	231387	459	77	230
620	231866	479	128	234
621	232364	778	88	232
622	233401	200	921	492
623	233660	100	1050	468
624	233800	199	922	466
625	234158	239	1065	500
626	234418	239	1064	504
627	234677	618	903	481
628	235355	518	1092	470
629	235953	179	817	487
630	236172	199	913	485
631	236392	738	897	482
632	237149	598	918	478
633	237847	140	291	556
634	238046	100	211	501
635	238246	199	369	599
636	238565	1176	888	475
637	239761	199	897	474
638	240219	498	277	211
639	240738	319	62	223
640	241097	299	261	226
641	241416	678	85	229
642	242114	279	261	207
643	242413	179	291	197
644	242612	180	95	216
645	242811	199	474	207
646	243051	239	276	226
647	243310	897	84	233
648	244227	419	112	246
649	244705	140	290	231
650	244865	439	282	231
651	245403	179	915	570
652	245603	140	955	596
653	245762	817	898	472
654	246599	180	962	595
655	246799	439	996	586
656	247297	100	984	582
657	247537	160	979	594
658	247716	180	980	561
659	247915	399	961	573
660	248354	339	958	583
661	248733	479	1033	564
662	249231	498	990	582
663	249789	179	1018	593
664	250009	359	1065	599
665	250388	219	1016	591
666	250627	399	965	576
667	251285	698	1033	589
668	252003	179	978	582
669	252202	578	1017	599
670	252820	239	1010	610
671	253199	598	877	707
672	253817	160	890	751
673	253996	100	887	770
674	254116	140	887	754
675	254275	180	888	711
676	254674	319	939	782
677	255013	239	945	794
678	255272	219	911	744
679	255512	479	926	753
680	256010	179	890	769
681	256389	100	854	765
682	256508	339	854	759
683	256927	219	827	736
684	257166	120	959	731
685	257366	279	959	731
686	257665	200	924	761
687	257884	120	914	761
688	258024	239	904	763
689	258283	100	862	806
690	258482	160	845	804
691	258662	180	892	811
692	258861	100	832	762
693	259020	478	813	734
694	259619	140	795	729
695	260117	120	844	695
696	260257	199	852	675
697	260496	139	844	674
698	260755	180	768	663
699	260974	159	249	578
700	261154	279	228	504
701	261473	219	144	576
702	261712	239	84	580
703	261971	100	52	603
704	262091	199	175	655
705	262350	120	353	680
706	262549	179	326	653
707	262769	159	457	674
708	262948	179	498	693
709	263167	100	492	700
710	263447	179	425	505
711	263646	199	352	498
712	263865	299	393	495
713	264244	139	413	579
714	264404	279	371	568
715	264762	259	105	590
716	265042	199	133	534
717	265261	518	115	519
718	265839	498	144	553
719	266437	200	123	665
720	266696	518	208	494
721	267235	239	202	502
722	267494	419	139	529
723	267933	179	223	498
724	268132	179	222	498
725	268351	299	167	528
726	268670	199	161	531
727	269029	299	199	634
728	269587	140	233	768
729	269747	1974	174	759
730	271741	1515	163	766
731	273276	180	228	824
732	273575	239	185	874
733	273834	219	133	853
734	274073	199	105	751
735	274293	160	73	744
736	274472	239	70	742
737	274771	299	161	762
738	275090	299	142	778
739	275409	439	95	764
740	275868	279	108	760
741	276167	399	129	775
742	276585	459	169	744
743	277064	219	118	650
744	277303	339	225	634
745	277682	180	226	767
746	277881	159	278	739
747	278081	359	263	729
748	278559	219	227	632
749	278798	239	232	633
750	279058	100	227	634
751	279357	199	313	879
752	279596	140	249	761
753	279756	199	254	726
754	280015	180	252	737
755	280214	419	277	733
756	280653	399	242	763
757	281091	239	267	765
758	281350	179	331	756
759	281610	239	260	748
760	282068	379	270	653
761	282487	499	296	587
762	283005	558	258	582
763	283583	598	261	596
764	284202	259	261	588
765	284501	319	281	537
766	284840	140	256	506
767	284999	219	146	485
768	285238	279	110	478
769	285537	698	53	465
770	286255	598	29	463
771	286873	159	106	455
772	287053	558	68	458
773	287631	179	45	550
774	287830	339	95	557
775	288189	239	122	577
776	288448	1017	71	606
777	289585	678	51	583
778	290282	219	83	693
779	290621	379	87	658
780	291020	897	92	688
781	291937	758	87	688
782	292715	179	156	657
783	292934	359	61	579
784	293313	100	57	579
785	293432	857	79	673
786	294310	578	89	597
787	294908	439	45	613
788	295406	399	68	644
789	295825	498	67	643
790	296543	259	56	727
791	296822	459	97	724
792	297300	339	38	714
793	297659	419	36	710
794	298098	2393	52	722
795	300510	399	57	726
796	300929	478	41	633
797	301448	1077	32	740
798	302544	578	86	731
799	303202	100	140	731
800	303541	140	41	736
801	303700	459	193	732
802	304239	239	8	743
803	304538	379	18	733
804	304936	299	49	827
805	305255	857	79	856
806	306153	359	142	856
807	306532	379	76	560
808	306930	498	64	500
809	307449	100	122	588
810	307568	837	141	575
811	308445	180	177	646
812	308645	199	185	652
813	308884	658	195	665
814	309562	459	266	672
815	310220	139	80	513
816	310379	1675	44	469
817	312094	159	163	530
818	312274	179	225	591
819	312493	319	226	594
820	312971	219	286	591
821	313211	140	286	595
822	313370	279	269	664
823	313669	180	91	583
824	313868	419	96	592
825	314307	937	95	656
826	315264	399	165	689
827	315782	379	165	660
828	316181	379	144	666
829	316600	439	90	619
830	317059	578	156	672
831	317677	159	168	671
832	317856	239	223	664
833	318115	140	244	658
834	318295	279	130	679
835	318673	159	133	680
836	318853	319	182	671
837	319192	179	232	670
838	319471	1196	152	661
839	320707	160	148	662
840	320906	179	237	712
841	321106	319	237	751
842	321445	139	230	778
843	321744	837	164	787
844	322601	140	95	772
845	322940	179	160	708
846	323139	299	163	668
847	323518	259	296	714
848	323997	279	296	695
849	324336	339	274	713
850	324734	379	364	639
851	325253	119	367	655
852	325412	199	337	636
853	325652	219	361	624
854	325891	319	357	518
855	326230	199	357	517
856	326469	439	200	589
857	326928	159	209	581
858	327366	100	121	685
859	327506	120	146	675
860	328144	180	132	672
861	328463	259	172	753
862	328742	319	153	682
863	329141	120	181	687
864	329280	379	145	678
865	329679	239	181	701
866	329938	120	181	691
867	330078	200	182	764
868	330337	179	192	784
869	330536	718	199	801
870	331274	459	181	804
871	331772	259	177	809
872	332051	379	205	867
873	332450	578	200	917
874	333048	359	184	912
875	333427	439	171	919
876	334185	279	227	935
877	334484	1137	171	907
878	335640	219	235	907
879	335939	100	328	605
880	336059	120	324	598
881	336238	279	337	502
882	336537	199	221	938
883	336757	459	228	937
884	337255	319	318	579
885	337594	179	364	620
886	337793	459	340	592
887	338292	219	414	607
888	338531	778	306	594
889	339329	479	308	595
890	339827	120	310	592
891	340106	199	332	887
892	340326	100	348	820
893	340465	100	355	718
894	340684	140	352	714
895	340844	259	345	715
896	341123	179	326	707
897	341322	100	328	715
898	341522	179	211	630
899	341741	379	351	719
900	342140	319	308	707
901	342519	100	306	703
902	342638	499	306	709
903	343177	518	341	847
904	343914	499	334	710
905	344453	140	328	699
906	344612	419	374	841
907	345071	179	393	844
908	345270	219	456	845
909	345509	538	300	847
910	346107	100	206	812
911	346247	957	307	873
912	347244	339	260	912
913	347603	498	341	942
914	348141	180	352	838
915	348440	140	315	307
916	348600	180	551	246
917	348899	239	1253	231
918	349238	239	411	893
919	349497	1017	391	917
920	350534	299	369	933
921	350912	219	271	471
922	351311	120	40	452
923	351451	120	46	464
924	351710	120	245	504
925	351889	1077	209	483
926	352986	319	228	917
927	353325	159	301	877
928	353803	279	867	592
929	354182	140	858	500
930	354381	718	1038	455
931	355119	139	1033	446
932	355279	179	364	275
933	355578	379	285	227
934	355976	179	114	236
935	356176	439	75	234
936	356634	319	119	243
937	356973	678	278	249
938	357691	299	94	260
939	358010	339	80	262
940	358369	140	171	276
941	358528	279	283	258
942	358828	219	326	258
943	359107	359	311	864
944	359565	140	247	524
945	359784	120	1038	581
946	360044	140	1076	468
947	360303	179	1114	769
948	360801	179	153	300
949	361001	319	79	279
950	361399	279	288	276
951	361698	120	505	246
952	361898	219	1217	205
953	362137	1037	1264	189
954	363294	279	221	289
955	363592	718	281	277
956	364370	319	54	343
957	364729	339	296	254
958	365128	180	1236	191
959	365327	139	1267	186
960	365586	179	362	230
961	365786	1934	487	209
962	367740	379	284	226
963	368138	897	489	220
964	369055	558	662	237
965	369733	618	660	243
966	370371	977	666	248
967	371368	658	663	250
968	372126	319	250	479
969	372485	319	258	484
970	372844	160	591	273
971	373023	120	642	253
972	373342	120	280	649
973	373521	179	251	489
974	373721	1794	215	486
975	375595	399	237	786
976	376073	399	232	556
977	376572	319	222	687
978	376931	139	121	675
979	377110	139	193	551
980	377270	319	181	591
981	377609	479	185	601
982	378108	378	165	570
983	378506	239	116	526
984	378765	120	74	476
985	379165	178	202	704
986	379363	419	97	596
987	379862	180	203	600
988	380081	957	217	494
989	381058	817	176	454
990	381895	1136	69	460
991	383151	140	153	531
992	383311	1356	209	526
993	384686	678	280	446
994	385444	439	155	556
995	385942	578	160	550
996	386560	279	235	474
997	386860	160	240	471
998	387039	199	259	627
999	387458	199	295	665
1000	387697	239	256	665
1001	388036	120	182	672
1002	388175	777	198	588
1003	389033	399	226	691
1004	389451	179	309	652
1005	389750	439	331	706
1006	390309	239	324	587
1007	390568	498	324	556
1008	391106	219	489	498
1009	391345	678	516	507
1010	392043	279	522	626
1011	392362	180	476	623
1012	392562	199	429	712
1013	392781	459	438	673
1014	393439	219	440	770
1015	393678	239	486	786
1016	393937	279	479	775
1017	394256	698	516	798
1018	394974	100	484	787
1019	395233	119	473	757
1020	395373	937	468	743
1021	396549	179	452	730
1022	396748	419	427	726
1023	397187	140	430	726
1024	397367	100	425	717
1025	397546	857	456	732
1026	398423	239	408	727
1027	398762	439	458	757
1028	399241	219	541	694
1029	399520	199	498	782
1030	399859	538	541	690
1031	400437	279	539	696
1032	400816	100	600	666
1033	400936	199	608	663
1034	401155	139	611	680
1035	401434	160	548	786
1036	401613	140	519	806
1037	401773	239	545	771
1038	402072	299	543	775
1039	402411	379	576	778
1040	402810	558	583	784
1041	403388	259	524	746
1042	403687	179	525	750
1043	403886	219	522	749
1044	404165	139	444	778
1045	404404	100	492	766
1046	404584	259	411	745
1047	404883	698	426	767
1048	405601	160	418	762
1049	405860	618	555	782
1050	406498	179	412	725
1051	406697	279	379	727
1052	406996	140	366	702
1053	407156	120	362	717
1054	407295	100	456	621
1055	407515	219	472	622
1056	407754	180	444	593
1057	407953	100	508	590
1058	408372	100	168	864
1059	408791	498	153	918
1060	409309	658	61	874
1061	409987	239	155	856
1062	410446	120	197	863
1063	410585	199	147	856
1064	410804	160	139	853
1065	410984	638	35	878
1066	411642	179	141	853
1067	411841	140	212	856
1068	412001	359	222	893
1069	412380	160	178	832
1070	412559	977	40	846
1071	413556	319	86	870
1072	413935	219	11	810
1073	414174	399	49	777
1074	414632	279	68	569
1075	414932	339	120	592
1076	415330	199	28	855
1077	415550	359	15	817
1078	415928	179	120	455
1079	416128	279	69	450
1080	416467	638	55	564
1081	417125	199	122	547
1082	417344	259	125	550
1083	417623	219	92	632
1084	417862	738	65	614
1085	418620	140	86	642
1086	418959	199	106	650
1087	419178	379	107	644
1088	419716	279	161	613
1089	420016	199	126	557
1090	420315	280	12	619
1091	420614	318	36	564
1092	420953	299	53	551
1093	421312	598	37	665
1094	421930	379	97	630
1095	422328	259	62	613
1096	422607	279	99	629
1097	422906	339	185	651
1098	423525	100	218	629
1099	423744	180	202	648
1100	423944	239	247	616
1101	424482	140	206	646
1102	424701	140	179	652
1103	424860	459	175	652
1104	425339	399	199	650
1105	425758	120	178	659
1106	426096	199	203	664
1107	426316	100	157	652
1108	426435	538	149	647
1109	426994	140	171	647
1110	427253	439	73	596
1111	427831	459	53	598
1112	428329	299	44	454
1113	428728	379	62	615
1114	429127	758	42	597
1115	430283	379	309	478
1116	430941	259	436	594
1117	431220	259	467	592
1118	431858	160	487	622
1119	432098	180	460	596
1120	432297	239	525	586
1121	432656	239	398	705
1122	432995	479	473	622
1123	433593	279	478	618
1124	433912	299	423	719
1125	434391	279	416	697
1126	434710	159	480	695
1127	434909	159	374	683
1128	435088	100	372	695
1129	435308	279	419	700
1130	435607	100	454	752
1131	435726	359	455	736
1132	436105	100	353	755
1133	436324	439	370	794
1134	436803	299	371	806
1135	437222	379	391	807
1136	437640	219	476	629
1137	437899	459	485	625
1138	438378	239	497	621
1139	438637	219	490	636
1140	438876	279	497	625
1141	439275	279	566	699
1142	439574	419	485	737
1143	440013	379	489	741
1144	440571	219	454	732
1145	440930	219	502	742
1146	441169	399	425	733
1147	441787	319	442	594
1148	442266	299	433	596
1149	442605	558	397	678
1150	443183	199	405	688
1151	443462	199	467	614
1152	443701	279	443	595
1153	444080	698	526	520
1154	444918	219	471	640
1155	445157	419	405	699
1156	445595	279	398	710
1157	445894	379	431	711
1158	446293	379	426	704
1159	446692	239	421	707
1160	447170	279	376	798
1161	447569	419	392	715
1162	448068	100	429	684
1163	448187	100	408	685
1164	448307	279	404	682
1165	448606	379	365	806
1166	449044	100	343	714
1167	449364	219	373	742
1168	449603	219	433	730
1169	450340	120	393	634
1170	450560	299	465	635
1171	451178	339	498	638
1172	451557	100	494	627
1173	451776	339	452	845
1174	452155	558	441	856
1175	453251	120	462	841
1176	453531	139	384	498
1177	453730	179	982	479
1178	453929	199	1073	447
1179	454228	299	441	570
1180	454627	439	281	218
1181	455086	120	287	195
1182	455245	359	416	807
1183	455624	179	415	822
1184	455823	279	345	747
1185	456122	120	317	721
1186	456362	179	235	462
1187	456641	279	289	238
1188	456940	120	291	192
1189	457079	319	502	222
1190	457657	140	419	720
1191	457817	140	425	730
1192	458016	379	396	830
1193	458415	379	433	828
1194	458814	279	444	846
1195	459113	778	429	804
1196	459910	279	471	797
1197	460309	120	464	762
1198	460628	120	520	735
1199	460808	100	370	774
1200	461027	259	371	781
1201	461406	379	425	806
1202	461824	219	440	801
1203	462104	199	426	814
1204	462343	399	332	800
1205	462861	159	333	797
1206	463041	179	320	866
1207	463320	598	357	909
1208	463938	339	408	916
1209	464297	120	443	913
1210	464496	239	325	912
1211	464875	1455	333	921
1212	466350	140	330	939
1213	466510	199	305	872
1214	466729	299	253	869
1215	467048	259	237	856
1216	467327	219	289	854
1217	467646	239	342	856
1218	467945	299	224	901
1219	468304	339	252	941
1220	468663	140	342	948
1221	468823	219	311	943
1222	469062	160	205	905
1223	469261	538	215	861
1224	469819	359	268	821
1225	470218	180	266	925
1226	470418	459	283	896
1227	470896	1695	298	913
1228	472611	279	261	911
1229	472910	499	357	903
1230	473548	558	278	801
1231	474126	140	281	803
1232	474584	239	292	563
1233	475043	319	315	786
1234	475601	199	397	718
1235	475821	140	405	694
1236	475980	179	291	565
1237	476199	199	309	586
1238	476459	259	283	921
1239	476738	319	273	896
